t,Fx_pressure_N,Fx_viscous_N
1180,-5190.561,-458.7227
1190,-5198.226,-457.8091
1200,-5222.781,-456.9749
1210,-5255.216,-456.1276
1220,-5261.573,-455.1845
1230,-5272.617,-454.3794
1240,-5387.787,-453.4891
1250,-5410.983,-452.3904
1260,-5439.993,-451.3206
1270,-5461.464,-450.5105
1280,-5469.636,-449.6197
1290,-5494.357,-448.6641
1300,-5518.935,-447.836
1310,-5552.829,-447.1672
1320,-5579.232,-446.3396
1330,-5615.181,-445.3526
1340,-5628.42,-444.4961
1350,-5823.328,-443.7234
1360,-5647.051,-442.9332
1370,-5632.687,-441.9866
1380,-5673.145,-441.1875
1390,-5688.113,-440.366
1400,-5734.982,-439.5898
1410,-5745.559,-438.8117
1420,-5909.91,-438.1245
1430,-5828.815,-437.3708
1440,-5788.133,-436.7246
1450,-5765.407,-436.0127
1460,-5775.494,-435.2236
1470,-5950.602,-434.5202
1480,-5851.954,-433.8253
1490,-5845.678,-433.1207
1500,-5890.014,-432.3267
1510,-6006.984,-431.5883
1520,-6021.621,-430.8881
1530,-6008.684,-430.2701
1540,-6009.311,-429.5374
1550,-6080.148,-428.9131
1560,-6010.308,-428.2746
1570,-6063.018,-427.636
1580,-6064.712,-426.9131
1590,-6055.743,-426.2993
1600,-6131.713,-425.7098
1610,-6141.614,-425.2042
1620,-6153.506,-424.6834
1630,-6094.076,-424.2109
1640,-6149.758,-423.626
1650,-6177.477,-423.0662
1660,-6208.486,-422.5656
1670,-6249.049,-422.1071
1680,-6255.594,-421.6265
1690,-6235.736,-421.1519
1700,-6279.854,-420.7064
1710,-6284.195,-420.2323
1720,-6339.548,-419.7579
1730,-6335.72,-419.3538
1740,-6349.201,-418.9773
1750,-6378.459,-418.5964
1760,-6400.235,-418.2057
1770,-6517.567,-417.8054
1780,-6498.172,-417.4056
1790,-6507.468,-417.0261
1800,-6506.007,-416.6854
1810,-6519.92,-416.3578
1820,-6545.562,-416.0186
1830,-6525.45,-415.6834
1840,-6506.23,-415.3396
1850,-6622.896,-415.0058
1860,-6639.78,-414.7064
1870,-6656.04,-414.4109
1880,-6894.507,-414.1334
1890,-6726.528,-413.8455
1900,-6202.655,-413.5773
1910,-6717.739,-413.236
1920,-6770.32,-412.9668
1930,-6770.191,-412.7232
1940,-6795.306,-412.51
1950,-6781.917,-412.2743
1960,-6900.277,-412.0017
1970,-6778.893,-411.7581
1980,-6822.046,-411.4903
1990,-6828.502,-411.2598
2000,-6909.385,-411.0578
