t,Fx_pressure_N,Fx_viscous_N
2200,-2134.398,-220.493
2210,-2136.425,-220.4317
2220,-2139.143,-220.3675
2230,-2141.73,-220.3039
2240,-2125.783,-220.2443
2250,-2128.442,-220.1896
2260,-2127.642,-220.1366
2270,-2129.568,-220.0853
2280,-2131.521,-220.0347
2290,-2135.893,-219.9851
2300,-2141.669,-219.9365
2310,-2147.29,-219.8889
2320,-2151.595,-219.8424
2330,-2144.137,-219.7953
2340,-2119.906,-219.7408
2350,-2117.874,-219.6805
2360,-2124.062,-219.6203
2370,-2131.798,-219.5605
2380,-2137.879,-219.5035
2390,-2126.875,-219.4424
2400,-2131.622,-219.3785
2410,-2118.46,-219.312
2420,-2104.797,-219.2357
2430,-2107.323,-219.1522
2440,-2111.266,-219.0681
2450,-2114.973,-218.9859
2460,-2116.791,-218.9006
2470,-2117.555,-218.8161
2480,-2121.302,-218.7328
2490,-2120.37,-218.6479
2500,-2119.194,-218.5598
2510,-2151.141,-218.4834
2520,-2130.178,-218.3985
2530,-2140.909,-218.3152
2540,-2151.405,-218.2344
2550,-2142.557,-218.1589
2560,-2137.978,-218.081
2570,-2141.018,-218.0023
2580,-2138.928,-217.9232
2590,-2134.774,-217.8443
2600,-2140.316,-217.7695
2610,-2144.672,-217.6877
2620,-2151.412,-217.6006
2630,-2166.426,-217.5303
2640,-2208.058,-217.4871
2650,-2202.326,-217.4506
2660,-2197.15,-217.4139
2670,-2195.608,-217.3766
2680,-2190.955,-217.3386
2690,-2188.196,-217.3001
2700,-2186.151,-217.2615
2710,-2183.504,-217.2227
2720,-2181.015,-217.1834
2730,-2179.36,-217.1439
2740,-2179.246,-217.1036
2750,-2172.955,-217.0648
2760,-2173.506,-217.0273
2770,-2173.739,-216.9897
2780,-2171.224,-216.9524
2790,-2170.645,-216.9152
2800,-2171.48,-216.8778
2810,-2172.219,-216.8395
2820,-2169.618,-216.8002
2830,-2172.173,-216.7604
2840,-2170.247,-216.7199
2850,-2169.775,-216.6793
2860,-2168.224,-216.6391
2870,-2167.455,-216.5986
2880,-2168.056,-216.5567
2890,-2159.887,-216.5155
2900,-2166.232,-216.4755
2910,-2166.409,-216.4332
2920,-2165.698,-216.3908
2930,-2164.537,-216.3476
2940,-2162.341,-216.3032
2950,-2157.914,-216.2613
2960,-2158.221,-216.2205
2970,-2156.972,-216.1797
2980,-2156.53,-216.1388
2990,-2156.349,-216.0978
3000,-2154.096,-216.0558
3010,-2148.391,-216.0096
3020,-2130.038,-215.9561
3030,-2132.408,-215.8993
3040,-2131.581,-215.843
3050,-2136.633,-215.7865
3060,-2138.032,-215.73
3070,-2129.525,-215.6735
3080,-2135.724,-215.6165
3090,-2140.771,-215.5577
3100,-2137.31,-215.4964
3110,-2142.364,-215.4353
3120,-2142.14,-215.3748
3130,-2138.58,-215.314
