t,Fx_pressure_N,Fx_viscous_N
2002.37,-14.57718,-43.54857
2002.38,-13.87344,-43.49291
2002.4,-13.20786,-43.42697
2002.41,-12.66556,-43.36913
2002.43,-12.42122,-43.32549
2002.44,-11.71438,-43.29089
2002.46,-11.07222,-43.25509
2002.47,-9.988853,-43.20697
2002.49,-10.06703,-43.17727
2002.5,-9.461991,-43.1676
2002.52,-9.055745,-43.16042
2002.53,-8.993972,-43.15407
2002.54,-8.953044,-43.14776
2002.56,-8.616886,-43.14602
2002.57,-7.952165,-43.15033
2002.59,-7.296286,-43.15898
2002.6,-7.202522,-43.17367
2002.62,-7.100708,-43.18849
2002.63,-6.849541,-43.19934
2002.65,-7.050065,-43.20523
2002.66,-7.572103,-43.20527
2002.68,-6.88303,-43.2109
2002.69,-6.397234,-43.2072
2002.7,-6.746111,-43.20628
2002.72,-6.682784,-43.20937
2002.73,-6.457026,-43.20191
2002.75,-7.052565,-43.18717
2002.76,-7.00187,-43.16976
2002.78,-7.739851,-43.15287
2002.8,-6.97417,-43.12466
2002.82,-5.81764,-43.08535
2002.83,-5.840889,-43.05168
2002.85,-5.815424,-43.01713
2002.86,-5.818433,-42.99185
2002.88,-6.451342,-42.95813
2002.89,-6.27825,-42.91781
2002.91,-6.307157,-42.86818
2002.92,-6.971457,-42.81455
2002.93,-6.873024,-42.76974
2002.95,-6.483691,-42.73621
2002.96,-6.172079,-42.69296
2002.98,-6.382087,-42.64307
2002.99,-6.453824,-42.59949
2003.01,-6.646811,-42.56408
2003.02,-6.289845,-42.52515
2003.03,-6.315336,-42.5013
2003.05,-6.202669,-42.47946
2003.06,-6.858802,-42.45369
2003.07,-6.958947,-42.41293
2003.09,-6.944805,-42.37931
2003.1,-6.912898,-42.35376
2003.12,-6.879484,-42.32876
2003.13,-7.405312,-42.30275
2003.15,-7.617361,-42.27018
2003.16,-7.528949,-42.23693
2003.18,-8.830703,-42.21203
2003.2,-7.378393,-42.19169
2003.21,-7.654415,-42.16113
2003.23,-8.035514,-42.14524
2003.24,-8.616125,-42.13567
2003.26,-9.346995,-42.1262
2003.27,-9.334366,-42.12434
2003.29,-9.271098,-42.11933
2003.3,-9.377015,-42.11744
2003.32,-9.2815,-42.10505
2003.33,-9.193179,-42.10245
2003.35,-8.989018,-42.10471
2003.36,-8.952621,-42.10937
2003.38,-9.848111,-42.11694
