t,Fx_pressure_N,Fx_viscous_N
1240,-757.6913,-260.3281
1250,-757.3774,-260.0925
1260,-758.4661,-259.8787
1270,-759.3511,-259.6846
1280,-759.4458,-259.511
1290,-759.9744,-259.3522
1300,-760.2213,-259.2125
1310,-760.7133,-259.0955
1320,-760.9081,-258.9829
1330,-761.1741,-258.8774
1340,-761.3738,-258.7885
1350,-760.9896,-258.7122
1360,-761.1027,-258.6415
1370,-761.2043,-258.5797
1380,-761.2854,-258.5301
1390,-760.9383,-258.4909
1400,-760.7447,-258.4528
1410,-760.8542,-258.4176
1420,-761.0684,-258.3928
1430,-760.8733,-258.3817
1440,-760.5561,-258.3676
1450,-760.8299,-258.3506
1460,-760.7877,-258.3464
1470,-760.5757,-258.3533
1480,-760.5409,-258.3503
1490,-760.6194,-258.3488
1500,-756.9868,-258.3583
1510,-719.7674,-258.3778
1520,-781.2821,-258.3904
1530,-759.4598,-258.3982
1540,-759.5615,-258.4164
1550,-759.1111,-258.444
1560,-759.1529,-258.4658
1570,-759.6451,-258.4815
1580,-759.6972,-258.5063
1590,-759.5348,-258.5364
1600,-759.4277,-258.5656
1610,-759.6227,-258.5906
1620,-759.781,-258.6155
1630,-759.7395,-258.6444
1640,-759.8504,-258.6757
1650,-759.8114,-258.7083
1660,-760.1134,-258.7401
1670,-760.2357,-258.7667
1680,-760.2164,-258.7958
1690,-760.2795,-258.8277
1700,-760.3404,-258.8641
1710,-760.7623,-258.9001
1720,-760.8104,-258.9288
1730,-761.0153,-258.9555
1740,-760.7291,-258.9863
1750,-760.571,-259.0201
1760,-760.3281,-259.0512
1770,-760.4665,-259.0763
1780,-760.674,-259.1038
1790,-759.7528,-259.1382
1800,-759.6517,-259.1704
1810,-759.651,-259.201
1820,-759.722,-259.2315
1830,-759.4069,-259.259
1840,-759.5847,-259.2868
1850,-759.3614,-259.3156
1860,-759.1321,-259.3468
1870,-759.2755,-259.3773
1880,-759.2378,-259.399
1890,-759.4978,-259.4228
1900,-759.5246,-259.4517
1910,-759.5744,-259.4799
1920,-759.6476,-259.5039
1930,-759.7471,-259.5243
1940,-759.7844,-259.5492
1950,-759.5579,-259.5727
1960,-759.6258,-259.5923
1970,-759.7138,-259.6108
1980,-759.6884,-259.6318
1990,-759.6346,-259.6537
2000,-759.5736,-259.6736
