t,Fx_pressure_N,Fx_viscous_N
1010,-346.8623,-204.8466
1020,-346.8253,-203.8642
1030,-346.3582,-202.8829
1040,-346.1746,-201.9047
1050,-345.791,-200.9327
1060,-345.6907,-199.9684
1070,-345.7383,-199.0115
1080,-346.3328,-198.0507
1090,-347.061,-197.0913
1100,-346.8533,-196.1367
1110,-345.9408,-195.1894
1120,-344.0467,-194.2488
1130,-340.8592,-193.3144
1140,-341.6765,-192.3771
1150,-340.5585,-191.4369
1160,-341.5433,-190.6391
1170,-342.5762,-189.8656
1180,-342.5056,-189.1659
1190,-342.0207,-188.5126
1200,-340.9031,-187.8498
1210,-340.1826,-187.1937
1220,-339.9558,-186.5541
1230,-339.485,-185.94
1240,-337.1231,-185.3585
1250,-338.3117,-184.8269
1260,-340.8479,-184.4433
1270,-340.8657,-184.1182
1280,-338.9409,-183.8238
1290,-339.6404,-183.5573
1300,-338.8221,-183.2883
1310,-338.2282,-183.008
1320,-338.2933,-182.7308
1330,-337.3958,-182.4586
1340,-335.9581,-182.2076
1350,-337.0079,-181.9803
1360,-337.714,-181.8049
1370,-336.3772,-181.7087
1380,-334.9669,-181.6284
1390,-333.8686,-181.5775
1400,-332.9466,-181.5372
1410,-331.4949,-181.5071
1420,-330.4548,-181.4858
1430,-329.8111,-181.4739
1440,-328.761,-181.4709
1450,-327.3052,-181.4745
1460,-327.4654,-181.4694
1470,-329.6706,-181.4717
1480,-328.1117,-181.4894
1490,-328.9628,-181.4951
1500,-330.5641,-181.5028
1510,-330.0498,-181.5133
1520,-329.3551,-181.5245
1530,-328.4426,-181.5393
1540,-328.9397,-181.5534
1550,-328.8133,-181.5543
1560,-328.5067,-181.5532
1570,-328.3036,-181.5506
1580,-327.7753,-181.548
1590,-323.3421,-181.554
1600,-322.0415,-181.5632
1610,-320.5597,-181.5649
1620,-319.3209,-181.5717
1630,-318.7021,-181.58
1640,-318.6352,-181.5848
1650,-317.5402,-181.5852
1660,-315.8249,-181.5826
1670,-313.9105,-181.5785
1680,-314.0829,-181.569
1690,-314.1883,-181.555
1700,-313.8758,-181.5379
1710,-313.3202,-181.518
1720,-313.0502,-181.4947
1730,-312.1511,-181.4682
1740,-310.2923,-181.4408
1750,-309.2063,-181.4246
1760,-309.4627,-181.4062
1770,-308.8395,-181.3849
1780,-308.014,-181.3587
1790,-308.229,-181.3336
1800,-306.4121,-181.3096
1810,-306.2269,-181.2841
1820,-306.1425,-181.2569
1830,-304.9199,-181.2283
1840,-304.5924,-181.1985
1850,-303.892,-181.1658
1860,-303.7594,-181.13
1870,-303.6082,-181.0906
1880,-303.5291,-181.0479
1890,-303.3928,-181.0023
1900,-302.2235,-180.9564
1910,-302.3434,-180.911
1920,-302.0138,-180.8654
1930,-301.5017,-180.8149
1940,-299.6487,-180.7639
1950,-299.7522,-180.7149
1960,-298.1446,-180.6663
1970,-297.4915,-180.6053
1980,-299.6673,-180.5497
1990,-300.3747,-180.4965
2000,-299.9718,-180.4453
