t,Fx_pressure_N,Fx_viscous_N
1050,-16540.36,-571.8882
1060,-15930.51,-570.9281
1070,-14824.04,-569.5094
1080,-16220.65,-568.4988
1090,-17469.81,-567.7052
1100,-16168.13,-566.9071
1110,-17078.94,-566.1261
1120,-16260.39,-565.3753
1130,-15585.69,-564.5499
1140,-16611.41,-563.5897
1150,-15529.62,-562.5101
1160,-17018.03,-561.6655
1170,-17020.26,-560.9147
1180,-16402.04,-560.1647
1190,-16729.46,-559.4176
1200,-16355.17,-558.6778
1210,-16502.46,-557.6453
1220,-15748.73,-556.5636
1230,-16805.85,-555.7364
1240,-16595.71,-555.0198
1250,-15647.34,-554.2457
1260,-17400.83,-553.3598
1270,-16888.45,-552.5984
1280,-16672.76,-551.8834
1290,-15919.27,-551.1637
1300,-15614.3,-550.2901
1310,-15417.22,-549.3685
1320,-15960.43,-548.3895
1330,-16173.16,-547.6759
1340,-16612.52,-546.8178
1350,-15631.29,-546.0603
1360,-16619.27,-545.1838
1370,-17041.3,-544.4333
1380,-16552.88,-543.6845
1390,-18227.9,-542.8873
1400,-16107.84,-542.1501
1410,-16323.05,-541.3077
1420,-16610.78,-540.4722
1430,-18257.48,-539.7184
1440,-17441.14,-538.9423
1450,-15709.33,-538.0489
1460,-16569.12,-537.3768
1470,-17478.86,-536.6687
1480,-17584.21,-535.9001
1490,-17311.03,-535.1029
1500,-16988.31,-534.4469
1510,-18758.28,-533.8775
1520,-17879.96,-533.3063
1530,-17126.53,-532.7941
1540,-18301.91,-532.36
1550,-18209.18,-531.899
1560,-16799.36,-531.432
1570,-17615.21,-530.9516
1580,-17377.32,-530.5236
1590,-18288.57,-530.0708
1600,-17093.4,-529.6151
1610,-17128.77,-529.2024
1620,-17208.45,-528.8261
1630,-17715.21,-528.4619
1640,-17449.38,-528.1054
1650,-16903.61,-527.7472
1660,-18923.51,-527.389
1670,-17121.39,-527.0051
1680,-17141.88,-526.647
1690,-17083.89,-526.3057
1700,-17229.74,-525.9614
1710,-17254.61,-525.603
1720,-17983.74,-525.269
1730,-17946.74,-524.8985
1740,-17122.48,-524.5573
1750,-18849.87,-524.1997
1760,-18364.63,-523.8036
1770,-17543.11,-523.452
1780,-18618.45,-523.112
1790,-17794.84,-522.8029
1800,-18721.55,-522.4761
1810,-17851.86,-522.1326
1820,-17705.06,-521.7861
1830,-18908.31,-521.4446
1840,-18648.3,-521.1164
1850,-19182.57,-520.8159
1860,-19026.28,-520.5389
1870,-18735.69,-520.2888
1880,-18779.85,-520.0276
1890,-18683.36,-519.743
1900,-19460.11,-519.4688
1910,-17661.9,-519.1839
1920,-18992.35,-518.9252
1930,-19099.43,-518.7163
1940,-19588.59,-518.5222
1950,-18857.04,-518.3194
1960,-18681.17,-518.1155
1970,-18389.62,-517.9107
1980,-18048.09,-517.7189
1990,-17660.1,-517.4548
2000,-18513.73,-517.2406
