t,Fx_pressure_N,Fx_viscous_N
10,-61290.68,-243.6817
20,-8818.838,-267.5279
30,-7424.721,-326.542
40,-9840.807,-359.9778
50,-6337.575,-391.165
60,-4847.767,-416.1126
70,-3484.375,-441.8139
80,-3800.551,-475.5073
90,-3077.562,-499.7275
100,-2566.027,-529.4345
110,-2324.187,-561.6207
120,-2693.396,-593.0773
130,-2437.429,-615.0082
140,-2393.578,-635.9803
150,-2543.074,-653.5185
160,-2526.321,-669.1931
170,-2502.73,-684.0738
180,-2493.695,-696.496
190,-2482.407,-707.4633
200,-2463.155,-717.5451
210,-2414.964,-727.4803
220,-2409.382,-736.7142
230,-2547.47,-744.6551
240,-2555.368,-750.9204
250,-2546.403,-756.1669
260,-2593.336,-759.0072
270,-2628.666,-761.0015
280,-2702.781,-761.9745
290,-2775.285,-762.4246
300,-2778.732,-762.4862
310,-2764.02,-761.9357
320,-2803.906,-760.8663
330,-2823.286,-759.4054
340,-2821.57,-757.5202
350,-2844.642,-755.373
360,-2890.487,-752.9492
370,-2909.072,-749.9902
380,-2938.556,-746.299
390,-2935.141,-742.6173
400,-2945.629,-738.1084
410,-2987.024,-733.578
420,-3049.135,-729.8056
430,-3040.969,-724.8175
440,-3066.06,-719.5566
450,-3143.122,-716.2913
460,-3156.489,-712.5877
470,-3210.301,-709.2089
480,-3202.28,-705.9376
490,-3248.754,-701.9136
500,-3273.414,-697.9219
510,-3325.853,-694.2528
520,-3364.547,-689.8343
530,-3398.363,-685.4242
540,-3407.49,-681.2548
550,-3468.093,-676.4394
560,-3526.057,-671.2004
570,-3524.589,-667.277
580,-3548.352,-662.7778
590,-3588.666,-658.2489
600,-3623.412,-653.7117
610,-3629.332,-649.6324
620,-3682.886,-646.6214
630,-3697.001,-643.257
640,-3747.674,-639.9515
650,-3793.769,-637.2403
660,-3774.985,-633.9671
670,-3792.05,-630.7096
680,-3823.875,-627.7461
690,-3833.921,-624.5099
700,-3877.146,-621.0825
710,-3883.566,-618.1606
720,-3888.778,-614.5141
730,-3991.024,-612.2878
740,-4016.072,-610.3882
750,-3998.92,-608.2622
760,-4022.223,-605.9871
770,-4114.763,-603.9424
780,-4129.575,-601.8145
790,-4124.222,-599.6032
800,-4224.386,-597.2149
810,-4214.883,-594.9487
820,-4196.901,-592.8135
830,-4200.413,-590.62
840,-4243.829,-588.8221
850,-4264.725,-587.3141
860,-4286.947,-585.9048
870,-4335.652,-584.6274
880,-4336.193,-583.4127
890,-4390.401,-582.1664
900,-4462.802,-581.1725
910,-4455.136,-580.112
920,-4474.276,-578.984
930,-4498.173,-577.9956
940,-4606.065,-577.1543
950,-4551.209,-576.28
960,-4576.258,-575.5168
970,-4594.754,-574.8393
980,-4620.082,-574.2882
990,-4633.93,-573.6753
1000,-4665.441,-573.1795
1010,-4738.604,-572.8088
1020,-4755.121,-572.3996
1030,-4818.765,-572.0755
1040,-4825.314,-571.8412
1050,-4896.218,-571.6539
1060,-4900.682,-571.5176
1070,-4922.968,-571.418
1080,-4931.243,-571.3388
1090,-4991.156,-571.2717
1100,-4980.934,-571.2171
1110,-5058.487,-571.1697
1120,-5084.158,-571.1272
1130,-5068.132,-571.0936
1140,-5104.222,-571.0712
1150,-5146.272,-571.0468
1160,-5156.211,-571.0229
1170,-5182.332,-570.9772
1180,-5193.301,-570.9248
1190,-5215.55,-570.8492
1200,-5265.47,-570.7503
1210,-5271.542,-570.6343
1220,-5295.645,-570.4972
1230,-5312.989,-570.3489
1240,-5326.437,-570.1882
1250,-5349.597,-570.0154
1260,-5355.33,-569.8377
1270,-5370.364,-569.6363
1280,-5387.433,-569.4207
1290,-5381.644,-569.1901
1300,-5421.506,-568.9035
1310,-5432.823,-568.5792
1320,-5455.086,-568.2615
1330,-5466.92,-567.9526
1340,-5487.298,-567.6306
1350,-5513.759,-567.2965
1360,-5510.852,-566.9555
1370,-5543.806,-566.6219
1380,-5554.263,-566.2744
1390,-5571.903,-565.9186
1400,-5592.582,-565.5837
1410,-5603.854,-565.2795
1420,-5613.614,-564.9743
1430,-5621.182,-564.6643
1440,-5628.775,-564.3458
1450,-5650.466,-564.0265
1460,-5673.296,-563.7097
1470,-5690.176,-563.395
1480,-5703.506,-563.0795
