t,Fx_pressure_N,Fx_viscous_N
1330,-91.09696,-157.2957
1340,-90.93915,-157.3007
1350,-90.77633,-157.3059
1360,-90.59005,-157.3116
1370,-90.45413,-157.318
1380,-90.27565,-157.3249
1390,-90.09346,-157.3322
1400,-89.93947,-157.3394
1410,-89.76995,-157.3464
1420,-89.42323,-157.3534
1430,-89.39948,-157.3609
1440,-89.19939,-157.3692
1450,-89.05012,-157.3778
1460,-88.86606,-157.3871
1470,-88.68259,-157.3964
1480,-88.4776,-157.4048
1490,-88.259,-157.4124
1500,-88.0159,-157.419
1510,-87.77865,-157.4245
1520,-87.57223,-157.4296
1530,-87.32931,-157.4345
1540,-87.07175,-157.4395
1550,-86.83647,-157.4444
1560,-86.62285,-157.4485
1570,-86.4064,-157.4511
1580,-86.16804,-157.4526
1590,-85.91633,-157.4531
1600,-85.67917,-157.4528
1610,-85.44819,-157.4518
1620,-85.19129,-157.4501
1630,-84.94302,-157.4479
1640,-84.68343,-157.4455
1650,-84.43097,-157.4427
1660,-84.19914,-157.4392
1670,-83.98047,-157.4348
1680,-83.7537,-157.4294
1690,-83.54407,-157.4234
1700,-83.3267,-157.4168
1710,-83.13165,-157.4094
1720,-82.90564,-157.4018
1730,-82.65577,-157.3944
1740,-82.41101,-157.3867
1750,-82.19123,-157.3793
1760,-81.97021,-157.371
1770,-81.74091,-157.3615
1780,-81.50133,-157.3507
1790,-81.27691,-157.3383
1800,-81.05842,-157.3245
1810,-80.85106,-157.3099
1820,-80.65249,-157.2947
1830,-80.45797,-157.2777
1840,-80.21382,-157.2582
1850,-79.96226,-157.2376
1860,-79.73,-157.2147
1870,-79.53224,-157.1905
1880,-79.30834,-157.1654
1890,-79.08443,-157.1393
1900,-78.85674,-157.1125
1910,-78.61861,-157.0851
1920,-78.357,-157.0573
1930,-78.10435,-157.0289
1940,-77.85999,-156.9997
1950,-77.59045,-156.9703
1960,-77.36955,-156.9406
1970,-77.14077,-156.9114
1980,-76.94252,-156.8825
1990,-76.73378,-156.8541
2000,-76.51504,-156.8259
