t,Fx_pressure_N,Fx_viscous_N
720,-9202.047,-197.9418
730,-7557.77,-197.6527
740,-6898.449,-197.5028
750,-6667.187,-197.4374
760,-6617.686,-197.3623
770,-6393.403,-197.2944
780,-6904.588,-197.2215
790,-7236.973,-197.179
800,-7615.689,-197.1173
810,-8965.51,-197.0613
820,-9646.576,-197.0325
830,-10515.35,-196.9702
840,-8898.044,-196.7841
850,-11007.51,-196.7457
860,-11667.42,-196.6413
870,-13386.32,-196.4992
880,-14173.81,-196.3942
890,-14886.78,-196.2521
900,-15055.08,-196.0216
910,-15758.04,-195.7545
920,-17089.06,-195.4482
930,-15683.08,-195.117
940,-16623.27,-194.8249
950,-16098.88,-194.6131
960,-15827.84,-194.3843
970,-15383.29,-194.126
980,-15227.59,-193.9133
990,-14492.28,-193.6602
1000,-14032.4,-193.3271
1010,-13297.46,-193.0886
1020,-13237.24,-192.8916
1030,-14167.13,-192.759
1040,-12930.29,-192.5543
1050,-13753.18,-192.3798
1060,-13849.43,-192.2478
1070,-14501.44,-192.1101
1080,-14230.98,-191.8892
1090,-16217.43,-191.7836
1100,-17214.6,-191.6944
1110,-17241.34,-191.5299
1120,-17250.66,-191.2943
1130,-20112.19,-191.0623
1140,-19919.41,-190.6933
1150,-18572.96,-190.2234
1160,-18501.78,-189.9295
1170,-16505.24,-189.511
1180,-15295.98,-189.1296
1190,-13591.2,-188.6743
1200,-14104.04,-188.3325
1210,-12488,-187.9874
1220,-11271.08,-187.687
1230,-10975.86,-187.3205
1240,-11230.73,-186.9996
1250,-12966.06,-186.6388
1260,-12475.35,-186.3397
1270,-13527.88,-186.0907
1280,-13754.89,-185.7142
1290,-16225.84,-185.5094
1300,-16367.08,-185.3765
1310,-15661.51,-185.2462
1320,-16159.7,-185.0552
1330,-16710.12,-184.8201
1340,-18264.27,-184.6058
1350,-16441.54,-184.2203
1360,-16912.7,-183.8927
1370,-18583.97,-183.6788
1380,-15298.66,-183.3442
1390,-16268.1,-183.187
1400,-13802.74,-182.8909
1410,-16120.19,-182.818
1420,-13363.62,-182.5421
1430,-13175.78,-182.3736
1440,-14015.07,-182.259
1450,-14421.29,-182.1372
1460,-14865.13,-181.9804
1470,-15762.79,-181.72
1480,-14980.06,-181.3814
1490,-15192.18,-181.0106
1500,-15722.26,-180.6199
1510,-17010.9,-180.4079
1520,-17968.59,-180.1885
1530,-19784.18,-179.9171
1540,-19164.89,-179.6304
1550,-19959.91,-179.1891
1560,-21313.22,-178.79
1570,-17066.52,-178.2189
1580,-16155.85,-177.8699
1590,-16218.24,-177.6102
1600,-16440.77,-177.4253
1610,-16043.72,-177.2749
1620,-17021.66,-177.027
1630,-17536.47,-176.6762
1640,-14751.9,-176.0193
1650,-15378.44,-175.4553
1660,-15856.29,-175.1109
1670,-16305.84,-174.7407
1680,-18707.04,-174.4575
1690,-16940.57,-174.0456
1700,-17890.19,-173.6999
1710,-17588.45,-173.2413
1720,-18643.04,-172.9299
1730,-19955.06,-172.7171
1740,-21799.78,-172.4975
1750,-21624.22,-172.1741
1760,-21321.76,-171.8593
1770,-20430.25,-171.278
1780,-19273.5,-170.4677
1790,-18690.07,-169.7674
1800,-19695.67,-169.1905
1810,-18892.05,-168.6554
1820,-18548.69,-168.0919
1830,-18989.32,-167.6
1840,-18794.8,-166.8372
1850,-19491.87,-166.3735
1860,-20152.28,-166.0908
1870,-20944.31,-166.097
1880,-20568.06,-165.9097
1890,-21908.46,-165.7692
1900,-18916.97,-165.3703
1910,-19423.03,-165.6284
1920,-20549.13,-166.3369
1930,-22061.45,-167.5231
1940,-24795.74,-168.9026
1950,-25955.93,-170.51
1960,-27770.65,-171.8277
1970,-26814.69,-171.4799
1980,-25326.23,-168.4464
1990,-23231.38,-164.7483
2000,-21621.39,-160.1279
